,,,,,,,,,,
CMS,,,,,,,,,,
Weekly NADAC Reference File as of 12/09/2015,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date"
ABILIFY DISCMELT 10 MG TABLET,59148064023,35.01615,42005.0,EA,C/I,N,4,B,,
ABILIFY DISCMELT 15 MG TABLET,59148064123,34.30308,42005.0,EA,C/I,N,4,B,,
ABILIFY MAINTENA ER 300 MG VL,59148001871,1187.08561,42186.0,EA,C/I,N,2,B,,
ABILIFY MAINTENA ER 400 MG SYR,59148007280,1603.15414,42235.0,EA,C/I,N,2,B,,
ABILIFY MAINTENA ER 400 MG VL,59148001971,1604.98444,42186.0,EA,C/I,N,2,B,,
ABREVA 10% CREAM,00135020001,7.22645,42326.0,GM,C/I,Y,"1, 5",B,,
ABREVA 10% CREAM,00135020003,7.22645,42326.0,GM,C/I,Y,"1, 5",B,,
ABSORICA 20 MG CAPSULE,10631011631,26.13375,42128.0,EA,C/I,N,4,B,,
ABSORICA 30 MG CAPSULE,10631011731,27.61615,42128.0,EA,C/I,N,2,B,,
ABSORICA 40 MG CAPSULE,10631011831,27.72341,42128.0,EA,C/I,N,4,B,,
ACAMPROSATE CALC DR 333 MG TAB,00378633380,0.75254,42326.0,EA,C/I,N,1,G,,
ACAMPROSATE CALC DR 333 MG TAB,51079024101,0.75254,42326.0,EA,C/I,N,1,G,,
ACAMPROSATE CALC DR 333 MG TAB,51079024106,0.75254,42326.0,EA,C/I,N,1,G,,
ACAMPROSATE CALC DR 333 MG TAB,60687012125,0.75254,42340.0,EA,C/I,N,1,G,,
ACAMPROSATE CALC DR 333 MG TAB,60687012195,0.75254,42340.0,EA,C/I,N,1,G,,
ACAMPROSATE CALC DR 333 MG TAB,68462043518,0.75254,42326.0,EA,C/I,N,1,G,,
ACANYA GEL PUMP,13548013250,8.56888,42235.0,GM,C/I,N,"2, 5",B,,
ACARBOSE 100 MG TABLET,00054014225,0.33616,42326.0,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,00115115201,0.33616,42326.0,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,00115115202,0.33616,42326.0,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,00378282277,0.33616,42326.0,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,16252052501,0.33616,42326.0,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,23155014901,0.33616,42326.0,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,23155014905,0.33616,42326.0,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,23155014910,0.33616,42326.0,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,47781034201,0.33616,42326.0,EA,C/I,N,"1, 6",G,,
ACARBOSE 100 MG TABLET,64380076006,0.33616,42326.0,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,76439012210,0.33616,42326.0,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,76439012211,0.33616,42326.0,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,00054014025,0.30703,42326.0,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,00115115001,0.30703,42326.0,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,00115115002,0.30703,42326.0,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,00378282077,0.30703,42326.0,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,16252052301,0.30703,42326.0,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,23155014701,0.30703,42326.0,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,23155014710,0.30703,42326.0,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,47781034001,0.30703,42326.0,EA,C/I,N,"1, 6",G,,
ACARBOSE 25 MG TABLET,64380075806,0.30703,42326.0,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,76439012010,0.30703,42326.0,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,76439012011,0.30703,42326.0,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,00054014120,0.27776,42326.0,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,00054014125,0.27776,42326.0,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,00115115101,0.27776,42326.0,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,00115115102,0.27776,42326.0,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,00378282177,0.27776,42326.0,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,16252052401,0.27776,42326.0,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,23155014801,0.27776,42326.0,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,23155014805,0.27776,42326.0,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,23155014810,0.27776,42326.0,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,47781034101,0.27776,42326.0,EA,C/I,N,"1, 6",G,,
ACARBOSE 50 MG TABLET,64380075906,0.27776,42326.0,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,76439012110,0.27776,42326.0,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,76439012111,0.27776,42326.0,EA,C/I,N,1,G,,
ACCOLATE 20 MG TABLET,00310040260,3.65423,42207.0,EA,C/I,N,4,B,1.38828,42326.0
ACCOLATE 20 MG TABLET,49884001102,3.65423,42207.0,EA,C/I,N,4,B,1.38828,42326.0
ACCUPRIL 10 MG TABLET,00071053023,2.99259,42156.0,EA,C/I,N,4,B,0.14671,42326.0
ACCUPRIL 10 MG TABLET,00071053040,2.99259,42156.0,EA,C/I,N,4,B,0.14671,42326.0
ACCUPRIL 20 MG TABLET,00071053223,3.01058,42156.0,EA,C/I,N,2,B,0.14409,42326.0
ACCUPRIL 20 MG TABLET,00071053240,3.01058,42156.0,EA,C/I,N,2,B,0.14409,42326.0
ACCUPRIL 40 MG TABLET,00071053523,3.00972,42156.0,EA,C/I,N,4,B,0.14413,42326.0
ACEBUTOLOL 200 MG CAPSULE,00378120001,0.186,42326.0,EA,C/I,N,1,G,,
ACEBUTOLOL 200 MG CAPSULE,65162066910,0.186,42326.0,EA,C/I,N,1,G,,
ACEBUTOLOL 400 MG CAPSULE,00378140001,0.28019,42326.0,EA,C/I,N,1,G,,
ACEBUTOLOL 400 MG CAPSULE,65162067010,0.28019,42326.0,EA,C/I,N,1,G,,
ACEPHEN 120 MG SUPPOSITORY,00713011801,0.3212,42326.0,EA,C/I,Y,1,G,,
ACEPHEN 120 MG SUPPOSITORY,00713011812,0.3212,42326.0,EA,C/I,Y,1,G,,
ACEPHEN 120 MG SUPPOSITORY,00713011850,0.3212,42326.0,EA,C/I,Y,1,G,,
ACEPHEN 325 MG SUPPOSITORY,00713016401,0.41719,42298.0,EA,C/I,Y,4,G,,
ACEPHEN 325 MG SUPPOSITORY,00713016412,0.41719,42298.0,EA,C/I,Y,4,G,,
ACEPHEN 325 MG SUPPOSITORY,00713016450,0.41719,42298.0,EA,C/I,Y,4,G,,
ACEPHEN 650 MG SUPPOSITORY,00713016501,0.40272,42326.0,EA,C/I,Y,1,G,,
ACEPHEN 650 MG SUPPOSITORY,00713016512,0.40272,42326.0,EA,C/I,Y,1,G,,
ACEPHEN 650 MG SUPPOSITORY,00713016550,0.40272,42326.0,EA,C/I,Y,1,G,,
ACETA-GESIC 325-12.5 MG TABLET,00536100301,0.01892,42116.0,EA,C/I,Y,4,G,,
ACETA-GESIC 325-12.5 MG TABLET,00536360501,0.01892,42116.0,EA,C/I,Y,4,G,,
ACETAMINOPHEN 120 MG SUPPOS,45802073230,0.3212,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 120 MG SUPPOS,45802073233,0.3212,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 160 MG/5 ML LIQ,58657052016,0.00693,42326.0,ML,C/I,Y,"1, 5",G,,
ACETAMINOPHEN 325 MG TABLET,51645070301,0.01064,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 325 MG TABLET,51645070310,0.01064,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 325 MG TABLET,51645070399,0.01064,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 325 MG TABLET,63739044001,0.01064,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG CAPLET,45802048478,0.02168,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG CAPLET,45802048490,0.02168,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG CAPLET,51645070501,0.02168,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG CAPLET,51645070510,0.02168,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG TABLET,51645070601,0.02168,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG TABLET,51645070610,0.02168,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 650 MG SUPPOS,45802073030,0.40272,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 650 MG SUPPOS,45802073032,0.40272,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN 650 MG SUPPOS,45802073033,0.40272,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN ER 650 MG TABLET,68084077725,0.05932,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN PM CAPLET,51645070905,0.03663,42326.0,EA,C/I,Y,1,G,,
ACETAMINOPHEN-COD #2 TABLET,00093005001,0.13171,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #2 TABLET,00406048301,0.13171,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #2 TABLET,00603233721,0.13171,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #2 TABLET,13107005801,0.13171,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00093015001,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00093015010,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00406048401,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00406048403,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00406048410,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00406048420,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00406048450,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00406048462,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233802,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233804,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233816,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233820,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233821,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233822,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233832,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,13107005901,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,13107005999,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,51079016101,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,51079016120,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,51079016121,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,63739000410,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,65162003310,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,65162003311,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,68084037201,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,68084037211,0.19891,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00093035001,0.39107,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00093035005,0.39107,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00093035010,0.39107,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00406048501,0.39107,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00406048505,0.39107,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00603233921,0.39107,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00603233928,0.39107,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,13107006001,0.39107,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,13107006005,0.39107,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,13107006099,0.39107,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,68084037301,0.39107,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,68084037311,0.39107,42326.0,EA,C/I,N,1,G,,
ACETAMINOPHEN-CODEINE 120 MG-12 MG/5 ML SOLUTION,00121050416,0.01268,42326.0,ML,C/I,N,"1, 5",G,,
ACETAMINOPHEN-CODEINE 120 MG-12 MG/5 ML SOLUTION,00603102058,0.01268,42326.0,ML,C/I,N,"1, 5",G,,
ACETAMINOPHEN-CODEINE 120 MG-12 MG/5 ML SOLUTION,00603901358,0.01268,42326.0,ML,C/I,N,"1, 5",G,,
ACETAMINOPHEN-CODEINE 120 MG-12 MG/5 ML SOLUTION,50383007916,0.01268,42326.0,ML,C/I,N,"1, 5",G,,
ACETAMINOPHEN-CODEINE 120 MG-12 MG/5 ML SOLUTION,60432024516,0.01268,42326.0,ML,C/I,N,"1, 5",G,,
ACETAMINOPHEN-CODEINE 120 MG-12 MG/5 ML SOLUTION,00121050404,0.02264,42326.0,ML,C/I,N,"1, 5",G,,
ACETAMINOPHEN-CODEINE 120 MG-12 MG/5 ML SOLUTION,60432024504,0.02264,42326.0,ML,C/I,N,"1, 5",G,,
ACETAMINOPHEN-DIPHENHYDRAMINE 500 MG-25 MG TABLET,00536101506,0.03663,42326.0,EA,C/I,Y,1,G,,
ACETASOL HC EAR DROPS,00472088282,8.90789,42326.0,ML,C/I,N,"1, 5",G,,
ACETAZOLAMIDE 125 MG TABLET,51672402201,1.86558,42326.0,EA,C/I,N,1,G,,
ACETAZOLAMIDE 250 MG TABLET,00527105001,2.10863,42326.0,EA,C/I,N,1,G,,
ACETAZOLAMIDE 250 MG TABLET,51672402301,2.10863,42326.0,EA,C/I,N,1,G,,
ACETAZOLAMIDE 250 MG TABLET,68084054101,2.10863,42326.0,EA,C/I,N,1,G,,
ACETAZOLAMIDE 250 MG TABLET,68084054111,2.10863,42326.0,EA,C/I,N,1,G,,
ACETAZOLAMIDE ER 500 MG CAP,00555051302,2.63944,42326.0,EA,C/I,N,"1, 6",G,,
ACETAZOLAMIDE ER 500 MG CAP,23155012001,2.63944,42326.0,EA,C/I,N,1,G,,
ACETAZOLAMIDE ER 500 MG CAP,68084040111,2.63944,42326.0,EA,C/I,N,1,G,,
ACETAZOLAMIDE ER 500 MG CAP,68084040121,2.63944,42326.0,EA,C/I,N,1,G,,
ACETAZOLAMIDE ER 500 MG CAP,68382026101,2.63944,42326.0,EA,C/I,N,1,G,,
ACETIC ACID 2% EAR SOLUTION,00603703841,1.4213,42326.0,ML,C/I,N,"1, 5",G,,
ACETIC ACID 2% EAR SOLUTION,50383088915,1.4213,42326.0,ML,C/I,N,"1, 5, 6",G,,
ACETIC ACID 2% EAR SOLUTION,60432074115,1.4213,42326.0,ML,C/I,N,"1, 5",G,,
ACETIC ACID-ALUMINUM DROPS,24208061577,0.89597,42235.0,ML,C/I,N,"4, 5",G,,
ACETYLCYSTEINE 10% VIAL,00409330703,0.3086,42326.0,ML,C/I,N,"1, 5",G,,
ACETYLCYSTEINE 10% VIAL,63323069130,0.3086,42326.0,ML,C/I,N,"1, 5",G,,
ACETYLCYSTEINE 20% VIAL,00409330803,0.32471,42326.0,ML,C/I,N,"1, 5",G,,
ACETYLCYSTEINE 20% VIAL,00517763003,0.32471,42326.0,ML,C/I,N,"1, 5",G,,
ACETYLCYSTEINE 20% VIAL,63323069030,0.32471,42326.0,ML,C/I,N,"1, 5",G,,
ACID CONTROL 150 MG TABLET,24385026862,0.12945,42326.0,EA,C/I,Y,1,G,,
ACID CONTROL 150 MG TABLET,24385026871,0.12945,42326.0,EA,C/I,Y,1,G,,
ACID CONTROL 150 MG TABLET,46122004162,0.12945,42326.0,EA,C/I,Y,1,G,,
ACID CONTROL 150 MG TABLET,46122004171,0.12945,42326.0,EA,C/I,Y,1,G,,
ACID CONTROLLER 20 MG TABLET,63868048625,0.17731,42326.0,EA,C/I,Y,1,G,,
ACID GONE ANTACID LIQUID,00904772714,0.01068,42298.0,ML,C/I,Y,"4, 5",G,,
ACID GONE TABLET CHEW,00904536560,0.03218,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 10 MG TABLET,00113014165,0.10664,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 10 MG TABLET,24385025565,0.10664,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 10 MG TABLET,24385025572,0.10664,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 10 MG TABLET,36800014165,0.10664,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 10 MG TABLET,36800014172,0.10664,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 10 MG TABLET,37205061465,0.10664,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,00113019402,0.17731,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,24385038551,0.17731,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,24385038563,0.17731,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,24385038571,0.17731,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,36800019402,0.17731,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,36800019451,0.17731,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,36800019471,0.17731,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,37205086163,0.17731,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 75 MG TABLET,46122022365,0.07184,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 75 MG TABLET,46122022372,0.07184,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 75 MG TABLET,51660035230,0.07184,42326.0,EA,C/I,Y,1,G,,
ACID REDUCER 75 MG TABLET,51660035260,0.07184,42326.0,EA,C/I,Y,1,G,,
ACIPHEX DR 20 MG TABLET,62856024330,14.47045,42195.0,EA,C/I,N,2,B,0.63664,42326.0
ACIPHEX DR 20 MG TABLET,62856024390,14.47045,42195.0,EA,C/I,N,2,B,0.63664,42326.0
ACITRETIN 10 MG CAPSULE,00093113556,18.25442,42326.0,EA,C/I,N,1,G,,
ACITRETIN 10 MG CAPSULE,42794008008,18.25442,42326.0,EA,C/I,N,1,G,,
ACITRETIN 10 MG CAPSULE,66993089430,18.25442,42326.0,EA,C/I,N,"1, 6",G,,
ACITRETIN 17.5 MG CAPSULE,00093113856,24.16873,42053.0,EA,C/I,N,4,G,,
ACITRETIN 17.5 MG CAPSULE,42794008108,24.16873,42249.0,EA,C/I,N,4,G,,
ACITRETIN 25 MG CAPSULE,00093113656,22.62649,42326.0,EA,C/I,N,1,G,,
ACITRETIN 25 MG CAPSULE,42794008308,22.62649,42326.0,EA,C/I,N,1,G,,
ACITRETIN 25 MG CAPSULE,66993089630,22.62649,42326.0,EA,C/I,N,"1, 6",G,,
ACNE MEDICATION 10% GEL,00536105656,0.06273,42326.0,GM,C/I,Y,"1, 5",G,,
ACNE MEDICATION 10% LOTION,00536105875,0.07882,42298.0,ML,C/I,Y,"4, 5",G,,
ACNE MEDICATION 5% GEL,00536105556,0.04861,42326.0,GM,C/I,Y,"1, 5",G,,
ACTEMRA 162 MG/0.9 ML SYRINGE,50242013801,838.75778,42270.0,ML,C/I,N,"4, 5",B,,
ACTIVE FE TABLET,58809072530,2.89345,42172.0,EA,C/I,N,4,G,,
ACTONEL 150 MG TABLET,00430047801,258.80485,42278.0,EA,C/I,N,4,B,115.48875,42326.0
ACTONEL 150 MG TABLET,00430047802,258.80485,42278.0,EA,C/I,N,4,B,115.48875,42326.0
ACTONEL 35 MG TABLET,00430047203,60.02393,42278.0,EA,C/I,N,2,B,41.86075,42326.0
ACTONEL 35 MG TABLET,00430047207,60.02393,42278.0,EA,C/I,N,2,B,41.86075,42326.0
ACTONEL 5 MG TABLET,00430047115,8.48077,42278.0,EA,C/I,N,4,B,,
ACTOPLUS MET 15 MG-500 MG TAB,64764015560,8.42086,42192.0,EA,C/I,N,4,B,1.72304,42326.0
ACTOPLUS MET 15 MG-850 MG TAB,64764015860,8.40525,42192.0,EA,C/I,N,4,B,1.67794,42326.0
"ACTOPLUS MET XR 15-1,000 MG TB",64764051030,9.16733,42270.0,EA,C/I,N,4,B,,
"ACTOPLUS MET XR 30-1,000 MG TB",64764031030,18.09232,42192.0,EA,C/I,N,2,B,,
ACTOS 15 MG TABLET,64764015104,11.02736,42192.0,EA,C/I,N,4,B,0.12765,42326.0
ACTOS 15 MG TABLET,64764015105,11.02736,42192.0,EA,C/I,N,4,B,0.12765,42326.0
ACTOS 15 MG TABLET,64764015106,11.02736,42192.0,EA,C/I,N,4,B,0.12765,42326.0
ACTOS 30 MG TABLET,64764030114,16.80346,42192.0,EA,C/I,N,4,B,0.19672,42326.0
ACTOS 30 MG TABLET,64764030115,16.80346,42192.0,EA,C/I,N,4,B,0.19672,42326.0
ACTOS 45 MG TABLET,64764045124,18.48875,42192.0,EA,C/I,N,4,B,0.20115,42326.0
ACTOS 45 MG TABLET,64764045125,18.48875,42192.0,EA,C/I,N,4,B,0.20115,42326.0
ACULAR 0.5% EYE DROPS,00023218105,39.99629,42154.0,ML,C/I,N,"4, 5",B,1.42567,42326.0
ACULAR LS 0.4% OPHTH SOL,00023927705,41.17881,42154.0,ML,C/I,N,"4, 5",B,8.86983,42326.0
ACUVAIL 0.45% OPHTH SOLUTION,00023350730,7.45002,42154.0,EA,C/I,N,"4, 5",B,,
ACYCLOVIR 200 MG CAPSULE,00093894001,0.09349,42326.0,EA,C/I,N,1,G,,
ACYCLOVIR 200 MG CAPSULE,00093894005,0.09349,42326.0,EA,C/I,N,1,G,,
ACYCLOVIR 200 MG CAPSULE,00904578961,0.09349,42326.0,EA,C/I,N,1,G,,
ACYCLOVIR 200 MG CAPSULE,23155014601,0.09349,42326.0,EA,C/I,N,1,G,,
ACYCLOVIR 200 MG CAPSULE,60505004206,0.09349,42326.0,EA,C/I,N,1,G,,
ACYCLOVIR 200 MG CAPSULE,61442011101,0.09349,42326.0,EA,C/I,N,1,G,,
ACYCLOVIR 200 MG CAPSULE,61442011105,0.09349,42326.0,EA,C/I,N,1,G,,
ACYCLOVIR 200 MG CAPSULE,63304065201,0.09349,42326.0,EA,C/I,N,1,G,,
ACYCLOVIR 200 MG CAPSULE,68084010701,0.09349,42326.0,EA,C/I,N,1,G,,
ACYCLOVIR 200 MG CAPSULE,68084010711,0.09349,42326.0,EA,C/I,N,1,G,,
ACYCLOVIR 200 MG/5 ML SUSP,00472008216,0.52393,42326.0,ML,C/I,N,"1, 5",G,,
ACYCLOVIR 200 MG/5 ML SUSP,40085084296,0.52393,42326.0,ML,C/I,N,"1, 5, 6",G,,
ACYCLOVIR 200 MG/5 ML SUSP,50383081016,0.52393,42326.0,ML,C/I,N,"1, 5",G,,
