,,,,,,,,,,
CMS,,,,,,,,,,
Weekly NADAC Reference File as of 09/24/2014,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date"
ACAMPROSATE CALC DR 333 MG TAB,68462043518,0.84334,09/17/2014,EA,C/I,N,1,G,,
ACANYA GEL PUMP,13548013250,7.13373,01/07/2014,GM,C/I,N,"2, 5",B,,
ACARBOSE 100 MG TABLET,00054014225,0.42996,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,00115115201,0.42996,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,00115115202,0.42996,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,00378282210,0.42996,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,00378282277,0.42996,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,16252052501,0.42996,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,23155014901,0.42996,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,23155014905,0.42996,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,23155014910,0.42996,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,47781034201,0.42996,09/17/2014,EA,C/I,N,"1, 6",G,,
ACARBOSE 100 MG TABLET,64380076006,0.42996,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,76439012210,0.42996,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 100 MG TABLET,76439012211,0.42996,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,00054014025,0.36066,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,00115115001,0.36066,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,00115115002,0.36066,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,00378282010,0.36066,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,00378282077,0.36066,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,16252052301,0.36066,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,23155014701,0.36066,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,23155014710,0.36066,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,47781034001,0.36066,09/17/2014,EA,C/I,N,"1, 6",G,,
ACARBOSE 25 MG TABLET,64380075806,0.36066,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,76439012010,0.36066,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 25 MG TABLET,76439012011,0.36066,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,00054014120,0.36655,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,00054014125,0.36655,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,00115115101,0.36655,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,00115115102,0.36655,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,00378282110,0.36655,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,00378282177,0.36655,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,16252052401,0.36655,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,23155014801,0.36655,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,23155014805,0.36655,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,23155014810,0.36655,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,47781034101,0.36655,09/17/2014,EA,C/I,N,"1, 6",G,,
ACARBOSE 50 MG TABLET,64380075906,0.36655,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,76439012110,0.36655,09/17/2014,EA,C/I,N,1,G,,
ACARBOSE 50 MG TABLET,76439012111,0.36655,09/17/2014,EA,C/I,N,1,G,,
ACCOLATE 20 MG TABLET,00310040260,1.84436,05/21/2014,EA,C/I,N,4,B,1.43085,09/17/2014
ACCUPRIL 10 MG TABLET,00071053023,2.56564,06/01/2014,EA,C/I,N,4,B,0.15480,09/17/2014
ACCUPRIL 10 MG TABLET,00071053040,2.56564,06/01/2014,EA,C/I,N,4,B,0.15480,09/17/2014
ACCUPRIL 20 MG TABLET,00071053223,2.58106,06/01/2014,EA,C/I,N,4,B,0.15448,09/17/2014
ACCUPRIL 20 MG TABLET,00071053240,2.58106,06/01/2014,EA,C/I,N,4,B,0.15448,09/17/2014
ACCUPRIL 40 MG TABLET,00071053523,2.58033,06/01/2014,EA,C/I,N,4,B,0.15914,09/17/2014
ACEBUTOLOL 200 MG CAPSULE,00378120001,0.17289,09/17/2014,EA,C/I,N,1,G,,
ACEBUTOLOL 200 MG CAPSULE,65162066910,0.17289,09/17/2014,EA,C/I,N,1,G,,
ACEBUTOLOL 400 MG CAPSULE,00378140001,0.22345,09/17/2014,EA,C/I,N,1,G,,
ACEBUTOLOL 400 MG CAPSULE,65162067010,0.22345,09/17/2014,EA,C/I,N,1,G,,
ACEPHEN 120 MG SUPPOSITORY,00713011801,0.43131,09/17/2014,EA,C/I,Y,1,G,,
ACEPHEN 120 MG SUPPOSITORY,00713011812,0.43131,09/17/2014,EA,C/I,Y,1,G,,
ACEPHEN 120 MG SUPPOSITORY,00713011850,0.43131,09/17/2014,EA,C/I,Y,1,G,,
ACEPHEN 325 MG SUPPOSITORY,00713016401,0.49948,09/17/2014,EA,C/I,Y,1,G,,
ACEPHEN 325 MG SUPPOSITORY,00713016412,0.49948,09/17/2014,EA,C/I,Y,1,G,,
ACEPHEN 325 MG SUPPOSITORY,00713016450,0.49948,09/17/2014,EA,C/I,Y,1,G,,
ACEPHEN 650 MG SUPPOSITORY,00713016501,0.42199,09/17/2014,EA,C/I,Y,1,G,,
ACEPHEN 650 MG SUPPOSITORY,00713016512,0.42199,09/17/2014,EA,C/I,Y,1,G,,
ACEPHEN 650 MG SUPPOSITORY,00713016550,0.42199,09/17/2014,EA,C/I,Y,1,G,,
ACETA-GESIC 325-12.5 MG TABLET,00536100301,0.02101,09/17/2014,EA,C/I,Y,1,G,,
ACETA-GESIC 325-12.5 MG TABLET,00536360501,0.02101,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 120 MG SUPPOS,45802073230,0.43131,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 120 MG SUPPOS,45802073233,0.43131,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 325 MG SUPPOS,00536132012,0.49948,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 325 MG TABLET,51645070301,0.01085,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 325 MG TABLET,51645070310,0.01085,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 325 MG TABLET,51645070399,0.01085,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 325 MG TABLET,63739044001,0.01085,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG CAPLET,10267119001,0.02181,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG CAPLET,10267119004,0.02181,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG CAPLET,10267119005,0.02181,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG CAPLET,10267119006,0.02181,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG CAPLET,45802048478,0.02181,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG CAPLET,45802048490,0.02181,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG CAPLET,51645070501,0.02181,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG CAPLET,51645070510,0.02181,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG TABLET,51645070601,0.02181,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 500 MG TABLET,51645070610,0.02181,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 650 MG SUPPOS,45802073030,0.42199,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 650 MG SUPPOS,45802073032,0.42199,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN 650 MG SUPPOS,45802073033,0.42199,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN PM CAPLET,51645070905,0.04136,09/17/2014,EA,C/I,Y,1,G,,
ACETAMINOPHEN-BUTALBITAL 325-50 TAB,00603254021,0.89940,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #2 TABLET,00093005001,0.12638,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #2 TABLET,00406048301,0.12638,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #2 TABLET,00603233721,0.12638,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #2 TABLET,13107005801,0.12638,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00093015001,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00093015010,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00406048401,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00406048403,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00406048410,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00406048420,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00406048450,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00406048462,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233802,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233804,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233816,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233820,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233821,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233822,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,00603233832,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,13107005901,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,13107005999,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,51079016101,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,51079016120,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,51079016121,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,51079016199,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,63739000410,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,65162003310,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,65162003311,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #3 TABLET,68084037201,0.10466,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00093035001,0.17941,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00093035005,0.17941,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00093035010,0.17941,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00406048501,0.17941,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00406048505,0.17941,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00603233921,0.17941,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,00603233928,0.17941,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,13107006001,0.17941,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,13107006005,0.17941,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,13107006099,0.17941,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-COD #4 TABLET,68084037301,0.17941,09/17/2014,EA,C/I,N,1,G,,
ACETAMINOPHEN-CODEINE SOLUTION,00121050416,0.01194,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETAMINOPHEN-CODEINE SOLUTION,00603102058,0.01194,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETAMINOPHEN-CODEINE SOLUTION,00603901358,0.01194,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETAMINOPHEN-CODEINE SOLUTION,50383007916,0.01194,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETAMINOPHEN-CODEINE SOLUTION,60432024516,0.01194,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETAMINOPHEN-DIPHENHYDRAMINE 500 MG-25 MG TABLET,00536347906,0.04136,09/17/2014,EA,C/I,Y,1,G,,
ACETASOL HC EAR DROPS,00472088282,9.68331,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETAZOLAMIDE 125 MG TABLET,51672402201,1.68738,09/17/2014,EA,C/I,N,1,G,,
ACETAZOLAMIDE 250 MG TABLET,00527105001,2.16261,09/17/2014,EA,C/I,N,1,G,,
ACETAZOLAMIDE 250 MG TABLET,51672402301,2.16261,09/17/2014,EA,C/I,N,1,G,,
ACETAZOLAMIDE 250 MG TABLET,68084054101,2.16261,09/17/2014,EA,C/I,N,1,G,,
ACETAZOLAMIDE ER 500 MG CAP,00555051302,2.52858,09/17/2014,EA,C/I,N,"1, 6",G,,
ACETAZOLAMIDE ER 500 MG CAP,23155012001,2.52858,09/17/2014,EA,C/I,N,1,G,,
ACETAZOLAMIDE ER 500 MG CAP,68084040121,2.52858,09/17/2014,EA,C/I,N,1,G,,
ACETAZOLAMIDE ER 500 MG CAP,68382026101,2.52858,09/17/2014,EA,C/I,N,1,G,,
ACETIC ACID 0.25% IRRIG SOLN,00338065604,0.00302,06/18/2014,ML,C/I,N,"4, 5, 6",G,,
ACETIC ACID 0.25% IRRIG SOLN,00409614309,0.00302,06/18/2014,ML,C/I,N,"4, 5",G,,
ACETIC ACID 2% EAR SOLUTION,00603703841,1.57637,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETIC ACID 2% EAR SOLUTION,50383088915,1.57637,09/17/2014,ML,C/I,N,"1, 5, 6",G,,
ACETIC ACID 2% EAR SOLUTION,60432074115,1.57637,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETIC ACID-ALUMINUM DROPS,24208061577,0.93829,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETYLCYSTEINE 10% VIAL,00054302502,0.25922,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETYLCYSTEINE 10% VIAL,00409330703,0.25922,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETYLCYSTEINE 20% VIAL,00054302602,0.26588,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETYLCYSTEINE 20% VIAL,00409330803,0.26588,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETYLCYSTEINE 20% VIAL,00517763003,0.26588,09/17/2014,ML,C/I,N,"1, 5",G,,
ACETYLCYSTEINE 20% VIAL,63323069030,0.26588,09/17/2014,ML,C/I,N,"1, 5",G,,
ACID CONTROL 150 MG TABLET,24385026862,0.14644,09/17/2014,EA,C/I,Y,1,G,,
ACID CONTROL 150 MG TABLET,24385026871,0.14644,09/17/2014,EA,C/I,Y,1,G,,
ACID CONTROL 150 MG TABLET,37205084462,0.14644,09/17/2014,EA,C/I,Y,1,G,,
ACID CONTROL 150 MG TABLET,46122004162,0.14644,09/17/2014,EA,C/I,Y,1,G,,
ACID CONTROL 150 MG TABLET,46122004171,0.14644,09/17/2014,EA,C/I,Y,1,G,,
ACID CONTROL 75 MG TABLET,24385029665,0.07231,09/17/2014,EA,C/I,Y,1,G,,
ACID CONTROL 75 MG TABLET,24385029672,0.07231,09/17/2014,EA,C/I,Y,1,G,,
ACID CONTROLLER 20 MG TABLET,63868048625,0.18954,09/17/2014,EA,C/I,Y,1,G,,
ACID GONE ANTACID LIQUID,00904772714,0.00953,08/20/2014,ML,C/I,Y,"4, 5",G,,
ACID GONE TABLET CHEW,00904536560,0.02899,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 10 MG TABLET,00113014165,0.10424,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 10 MG TABLET,24385025565,0.10424,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 10 MG TABLET,24385025572,0.10424,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 10 MG TABLET,36800014165,0.10424,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 10 MG TABLET,36800014172,0.10424,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 10 MG TABLET,37205061465,0.10424,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 150 MG TABLET,00113004771,0.14644,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,00113019402,0.18954,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,24385038551,0.18954,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,24385038563,0.18954,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,24385038571,0.18954,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,24385038578,0.18954,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,36800019402,0.18954,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,36800019451,0.18954,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,36800019471,0.18954,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 20 MG TABLET,37205086163,0.18954,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 75 MG TABLET,00113027139,0.07231,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 75 MG TABLET,00113027172,0.07231,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 75 MG TABLET,46122022365,0.07231,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 75 MG TABLET,46122022372,0.07231,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 75 MG TABLET,51660035230,0.07231,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 75 MG TABLET,51660035260,0.07231,09/17/2014,EA,C/I,Y,1,G,,
ACID REDUCER 75 MG TABLET,68016045308,0.07231,09/17/2014,EA,C/I,Y,"1, 6",G,,
ACIPHEX DR 20 MG TABLET,62856024330,12.39224,07/29/2014,EA,C/I,N,4,B,0.87477,09/17/2014
ACIPHEX DR 20 MG TABLET,62856024390,12.39224,07/29/2014,EA,C/I,N,4,B,0.87477,09/17/2014
ACITRETIN 10 MG CAPSULE,00093113556,18.95088,09/17/2014,EA,C/I,N,1,G,,
ACITRETIN 10 MG CAPSULE,66993089430,18.95088,09/17/2014,EA,C/I,N,"1, 6",G,,
ACITRETIN 25 MG CAPSULE,00093113656,24.44653,09/17/2014,EA,C/I,N,1,G,,
ACITRETIN 25 MG CAPSULE,66993089630,24.44653,09/17/2014,EA,C/I,N,"1, 6",G,,
ACNE TREATMENT 10% CREAM,46122004403,0.08257,06/18/2014,GM,C/I,Y,"4, 5",G,,
ACTEMRA 162 MG/0.9 ML SYRINGE,50242013801,724.03653,07/01/2014,ML,C/I,N,"4, 5",B,,
ACTIVELLA 0.5-0.1 MG TABLET,00169517510,5.24483,09/03/2014,EA,C/I,N,4,B,3.19081,09/17/2014
ACTIVELLA 0.5-0.1 MG TABLET,00169517511,5.24483,09/03/2014,EA,C/I,N,4,B,3.19081,09/17/2014
ACTIVELLA 1 MG-0.5 MG TABLET,00169517401,5.80199,09/03/2014,EA,C/I,N,4,B,3.84485,09/17/2014
ACTIVELLA 1 MG-0.5 MG TABLET,00169517402,5.80199,09/03/2014,EA,C/I,N,4,B,3.84485,09/17/2014
ACTONEL 150 MG TABLET,00149047801,208.37591,04/03/2014,EA,C/I,N,2,B,155.55333,09/17/2014
ACTONEL 150 MG TABLET,00430047801,208.37591,04/03/2014,EA,C/I,N,2,B,155.55333,09/17/2014
ACTONEL 150 MG TABLET,00430047802,208.37591,04/03/2014,EA,C/I,N,2,B,155.55333,09/17/2014
ACTONEL 35 MG TABLET,00149047201,48.24506,04/03/2014,EA,C/I,N,2,B,,
ACTONEL 35 MG TABLET,00149047204,48.24506,04/03/2014,EA,C/I,N,2,B,,
ACTONEL 35 MG TABLET,00430047203,48.24506,04/03/2014,EA,C/I,N,2,B,,
ACTONEL 35 MG TABLET,00430047207,48.24506,04/03/2014,EA,C/I,N,2,B,,
ACTONEL 5 MG TABLET,00430047115,6.67740,09/17/2014,EA,C/I,N,1,B,,
ACTOPLUS MET 15 MG-500 MG TAB,64764015518,6.97206,08/27/2014,EA,C/I,N,4,B,2.01506,09/17/2014
ACTOPLUS MET 15 MG-500 MG TAB,64764015560,6.97206,07/07/2014,EA,C/I,N,4,B,2.01506,09/17/2014
ACTOPLUS MET 15 MG-850 MG TAB,64764015818,6.95914,09/17/2014,EA,C/I,N,1,B,2.02448,09/17/2014
ACTOPLUS MET 15 MG-850 MG TAB,64764015860,6.95914,09/17/2014,EA,C/I,N,1,B,2.02448,09/17/2014
"ACTOPLUS MET XR 15-1,000 MG TB",64764051030,7.34074,07/23/2014,EA,C/I,N,2,B,,
"ACTOPLUS MET XR 30-1,000 MG TB",64764031030,14.97969,07/07/2014,EA,C/I,N,4,B,,
