DRAFT,,,,,,,
CMS,,,,,,,
NADAC Reference File as of 12/27/2012,,,,,,,
NDC Description,NDC,"NADAC
Per Unit",Pharmacy Type Indicator,OTC,Date,Explanation Code,Update
ABILIFY 5 MG TAB,59148000713,18.70716,C/I,N,41263.0,2.0,N
ABILIFY 5 MG TAB,59148000735,18.70716,C/I,N,41263.0,2.0,N
ABREVA 10 % CREAM (G),00135020001,6.91629,C/I,Y,41263.0,"2, 5",N
ABREVA 10 % CREAM (G),00135020003,6.91629,C/I,Y,41263.0,"2, 5",N
ACANYA GEL PUMP,13548013250,4.97133,C/I,N,41263.0,"2, 5",N
ACARBOSE 100 MG TAB,00054014225,0.48489,C/I,N,41263.0,1.0,N
ACARBOSE 100 MG TAB,00115115201,0.48489,C/I,N,41263.0,1.0,N
ACARBOSE 100 MG TAB,00115115202,0.48489,C/I,N,41263.0,1.0,N
ACARBOSE 100 MG TAB,00378282210,0.48489,C/I,N,41263.0,1.0,N
ACARBOSE 100 MG TAB,00378282277,0.48489,C/I,N,41263.0,1.0,N
ACARBOSE 100 MG TAB,16252052501,0.48489,C/I,N,41263.0,1.0,N
ACARBOSE 100 MG TAB,23155014901,0.48489,C/I,N,41263.0,"1, 6",N
ACARBOSE 25 MG TAB,00054014025,0.37661,C/I,N,41263.0,1.0,N
ACARBOSE 25 MG TAB,00115115001,0.37661,C/I,N,41263.0,1.0,N
ACARBOSE 25 MG TAB,00115115002,0.37661,C/I,N,41263.0,1.0,N
ACARBOSE 25 MG TAB,00378282010,0.37661,C/I,N,41263.0,1.0,N
ACARBOSE 25 MG TAB,00378282077,0.37661,C/I,N,41263.0,1.0,N
ACARBOSE 25 MG TAB,16252052301,0.37661,C/I,N,41263.0,1.0,N
ACARBOSE 25 MG TAB,23155014701,0.37661,C/I,N,41263.0,"1, 6",N
ACARBOSE 50 MG TAB,00054014120,0.42024,C/I,N,41263.0,1.0,N
ACARBOSE 50 MG TAB,00054014125,0.42024,C/I,N,41263.0,1.0,N
ACARBOSE 50 MG TAB,00115115101,0.42024,C/I,N,41263.0,1.0,N
ACARBOSE 50 MG TAB,00115115102,0.42024,C/I,N,41263.0,1.0,N
ACARBOSE 50 MG TAB,00378282110,0.42024,C/I,N,41263.0,1.0,N
ACARBOSE 50 MG TAB,00378282177,0.42024,C/I,N,41263.0,1.0,N
ACARBOSE 50 MG TAB,16252052401,0.42024,C/I,N,41263.0,1.0,N
ACARBOSE 50 MG TAB,23155014801,0.42024,C/I,N,41263.0,1.0,N
ACCOLATE 20 MG TAB,00310040260,1.86623,C/I,N,41263.0,2.0,N
ACCUNEB 0.63MG/3ML VIAL-NEB,49502069203,0.57771,C/I,N,41263.0,"4, 5",N
ACCUNEB 1.25 MG/3 ML SOLN,49502069303,0.59111,C/I,N,41263.0,"4, 5",N
ACCUPRIL 10 MG TAB,00071053023,1.99471,C/I,N,41263.0,1.0,N
ACCUPRIL 10 MG TAB,00071053040,1.99471,C/I,N,41263.0,1.0,N
ACCUPRIL 20 MG TAB,00071053223,2.0067,C/I,N,41263.0,4.0,N
ACCUPRIL 20 MG TAB,00071053240,2.0067,C/I,N,41263.0,4.0,N
ACCUPRIL 40 MG TAB,00071053523,2.00613,C/I,N,41263.0,2.0,N
ACEBUTOLOL 200 MG CAP,00378120001,0.17777,C/I,N,41263.0,1.0,N
ACEBUTOLOL 200 MG CAP,65162066910,0.17777,C/I,N,41263.0,1.0,N
ACEBUTOLOL 400 MG CAP,00378140001,0.22829,C/I,N,41263.0,1.0,N
ACEBUTOLOL 400 MG CAP,65162067010,0.22829,C/I,N,41263.0,1.0,N
ACETA-GESIC 325-12.5 MG TABLET,00536360501,0.01954,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 100 MG/ML DROP,00603083873,0.12159,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 100 MG/ML DROP,24385028910,0.05685,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 100 MG/ML DROP,24385031305,0.12159,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 100 MG/ML DROP,54838014515,0.12159,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 100 MG/ML DROP,54838014530,0.05685,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 100 MG/ML DROPS SUSP,00904525530,0.1264,C/I,Y,41263.0,"4, 5",N
ACETAMINOPHEN 120 MG SUPP,00472120106,0.41353,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 120 MG SUPP,00536125512,0.41353,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 120 MG SUPP,00713011801,0.41353,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 120 MG SUPP,00713011812,0.41353,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 120 MG SUPP,00713011850,0.41353,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 120 MG SUPP,45802073230,0.41353,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 120 MG SUPP,45802073233,0.41353,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 160 MG RAPID TAB,00904575424,0.07319,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 160 MG RAPID TAB,63868015824,0.07319,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 160 MG/5 ML LIQ,00603083954,0.01057,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML LIQ,00603083958,0.00664,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML LIQ,00603083994,0.01057,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML LIQ,00603084094,0.01057,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML LIQ,00904198516,0.00664,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML LIQ,54838014440,0.01869,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML LIQ,54838014470,0.00743,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML LIQ,54838014480,0.00664,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,00113010526,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,00113013026,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,00113017526,0.02014,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,00603084154,0.02014,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,00603084254,0.02014,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,00603084354,0.02014,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,00904511620,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,00904624403,0.05457,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,15127050961,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,24385010526,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,24385013026,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,24385014626,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,36800010526,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,36800013026,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,36800017526,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,37205050826,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,37205051826,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,37205057516,0.05457,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,37205057616,0.05457,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,37205057716,0.05457,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,37205071726,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,46122001926,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,46122004203,0.115,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,46122004246,0.05457,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,46122005046,0.05457,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,46122005603,0.115,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,49348026634,0.02014,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,49348079734,0.02014,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,49348088834,0.02014,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,62011000101,0.05457,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,62011000201,0.05457,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,62011002201,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,62011002901,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,63162051012,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,63868017526,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,63868017626,0.01955,C/I,Y,41263.0,"1, 5",N
ACETAMINOPHEN 160 MG/5 ML SUSP,68016014102,0.05457,C/I,Y,41263.0,"1, 5, 6",N
ACETAMINOPHEN 160 MG/5 ML SUSP,68016016002,0.05457,C/I,Y,41263.0,"1, 5, 6",N
ACETAMINOPHEN 160 MG/5 ML SUSP,68016017802,0.05457,C/I,Y,41263.0,"1, 5, 6",N
ACETAMINOPHEN 160 MG/5 ML SUSP,68016031605,0.01955,C/I,Y,41263.0,"1, 5, 6",N
ACETAMINOPHEN 160 MG/5 ML SUSP,68016031705,0.01955,C/I,Y,41263.0,"1, 5, 6",N
ACETAMINOPHEN 325 MG SUPP,00472120206,0.58288,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG SUPP,00472120212,0.58288,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG SUPP,00472120250,0.58288,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG SUPP,00536132012,0.58288,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG SUPP,00713016401,0.58288,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG SUPP,00713016412,0.58288,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG SUPP,00713016450,0.58288,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,00113040378,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,00536322201,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,00536322210,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,00603026321,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,00603026329,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,00603026332,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,00904198202,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,00904198251,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,00904198259,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,00904198260,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,00904198261,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,00904198280,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,11383013917,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,15127007208,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,15127007224,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,16103035307,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,16103035308,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,16103035311,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,24385040378,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,36800040378,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,49348097310,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,51645070301,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,51645070310,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,51645070399,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,62011003201,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,62107005201,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,62107005210,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,63739044001,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,63739044004,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 325 MG TAB,63868031410,0.01212,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG CAP,00904198759,0.0371,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG CAP,00904198760,0.0371,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG CAP,00904198780,0.0371,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG CAP,37205098071,0.0371,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG CAP,68016002914,0.0371,C/I,Y,41263.0,"1, 6",N
ACETAMINOPHEN 500 MG CAP,68016002920,0.0371,C/I,Y,41263.0,"1, 6",N
ACETAMINOPHEN 500 MG CAP,68016002947,0.0371,C/I,Y,41263.0,"1, 6",N
ACETAMINOPHEN 500 MG TAB,00113022771,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00113040572,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00113048462,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00113048471,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00113048478,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00113048490,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00536321801,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00536321810,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00536323101,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00536323110,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00603026521,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00603026532,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00603026821,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00603026829,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00603026832,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00904198324,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00904198340,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00904198351,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00904198359,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00904198380,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00904198394,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00904198859,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00904198860,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00904198861,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00904198880,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00904581651,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,00904581660,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,11383001111,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,11383001126,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,11383013811,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,11383013826,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,11383013851,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,15127072013,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,15127073006,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,15127073021,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,15127073505,0.02265,C/I,Y,41263.0,"1, 6",N
ACETAMINOPHEN 500 MG TAB,15127073508,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,15127073509,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,15127073516,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,16103035004,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,16103035008,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,16103035011,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,16103037606,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,16103037608,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,16103037611,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,24385008778,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,24385014571,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,24385040572,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,24385040578,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,24385048447,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,24385048452,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,24385048471,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,24385048478,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,24385048490,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800001071,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800001078,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800004662,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800004671,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800004678,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800004683,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800022771,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800022778,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800040572,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800040578,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800048462,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800048471,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800048478,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,36800048490,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,37205002078,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,37205003578,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,37205059490,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,37205098078,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,46122000362,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,46122000371,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,46122000376,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,46122000378,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,49348004209,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,49348004210,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,49348004214,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,49348073009,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,49348073010,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,49348089210,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,49348099810,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,51645070501,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,51645070510,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,51645070601,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,51645070610,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,62011002301,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,62011002303,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,62011002701,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,62011003401,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,62011004901,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,62107005001,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,62107005010,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,62107005101,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,62107005110,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,63739043901,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,63868008801,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,63868008803,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,63868008824,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,63868008850,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,63868031510,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,63868031560,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,63868050350,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,63868050701,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG TAB,63868098750,0.02265,C/I,Y,41263.0,1.0,N
ACETAMINOPHEN 500 MG/5 ML LIQ,60258005008,0.01944,C/I,Y,41263.0,"4, 5",N
ACETAMINOPHEN 650 MG SUPP,00472120305,0.42495,C/I,Y,41263.0,1.0,N
